Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Ensembl Canonical	Gene name	Source of gene name	Gene % GC content	Gene type	GO term accession	GO term name	CDD ID	HGNC ID	NCBI gene (formerly Entrezgene) ID
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735		TLR4	HGNC Symbol	38.47	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735		TLR4	HGNC Symbol	38.47	protein_coding	GO:0042116	macrophage activation		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735		TLR4	HGNC Symbol	38.47	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735		TLR4	HGNC Symbol	38.47	protein_coding	GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:0014004	microglia differentiation		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:0042116	macrophage activation		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:11850	7099
ENSG00000136869	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	117704175	117724735	1	TLR4	HGNC Symbol	38.47	protein_coding	GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus		HGNC:11850	7099
ENSG00000129048	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]	3	132597270	132618967	1	ACKR4	HGNC Symbol	37.17	protein_coding	GO:0005044	scavenger receptor activity	cd15176	HGNC:1611	51554
ENSG00000163737	platelet factor 4 [Source:HGNC Symbol;Acc:HGNC:8861]	4	73980811	73982027	1	PF4	HGNC Symbol	48.73	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd00273	HGNC:8861	5196
ENSG00000163737	platelet factor 4 [Source:HGNC Symbol;Acc:HGNC:8861]	4	73980811	73982027	1	PF4	HGNC Symbol	48.73	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd00273	HGNC:8861	5196
ENSG00000271447	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]	17	35756249	35795707	1	MMP28	HGNC Symbol	49.57	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis	cd00094	HGNC:14366	79148
ENSG00000271447	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]	17	35756249	35795707	1	MMP28	HGNC Symbol	49.57	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis	cd04278	HGNC:14366	79148
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:0035718	macrophage migration inhibitory factor binding	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:0043030	regulation of macrophage activation	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:0035691	macrophage migration inhibitory factor signaling pathway	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:2000448	positive regulation of macrophage migration inhibitory factor signaling pathway	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969	1	CD74	HGNC Symbol	53.33	protein_coding	GO:0035692	macrophage migration inhibitory factor receptor complex	cd00191	HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969		CD74	HGNC Symbol	53.33	protein_coding	GO:0035718	macrophage migration inhibitory factor binding		HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969		CD74	HGNC Symbol	53.33	protein_coding	GO:0043030	regulation of macrophage activation		HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969		CD74	HGNC Symbol	53.33	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969		CD74	HGNC Symbol	53.33	protein_coding	GO:2000448	positive regulation of macrophage migration inhibitory factor signaling pathway		HGNC:1697	972
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150401637	150412969		CD74	HGNC Symbol	53.33	protein_coding	GO:0035692	macrophage migration inhibitory factor receptor complex		HGNC:1697	972
ENSG00000223952	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	HSCHR6_MHC_MCF_CTG1	2917465	2920234	1	TNF	HGNC Symbol	52.82	protein_coding	GO:0001774	microglial cell activation	cd00184	HGNC:11892	7124
ENSG00000116690	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	1	186296279	186314567		PRG4	HGNC Symbol	38.06	protein_coding	GO:0005044	scavenger receptor activity		HGNC:9364	10216
ENSG00000116690	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	1	186296279	186314567		PRG4	HGNC Symbol	38.06	protein_coding	GO:0005044	scavenger receptor activity	cd00094	HGNC:9364	10216
ENSG00000116690	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	1	186296279	186314567	1	PRG4	HGNC Symbol	38.06	protein_coding	GO:0005044	scavenger receptor activity	cd00094	HGNC:9364	10216
ENSG00000145777	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]	5	111070062	111078026	1	TSLP	HGNC Symbol	43.11	protein_coding	GO:0071657	positive regulation of granulocyte colony-stimulating factor production		HGNC:30743	85480
ENSG00000145777	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]	5	111070062	111078026		TSLP	HGNC Symbol	43.11	protein_coding	GO:0071657	positive regulation of granulocyte colony-stimulating factor production		HGNC:30743	85480
ENSG00000100906	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	14	35401079	35404749	1	NFKBIA	HGNC Symbol	55.82	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation		HGNC:7797	4792
ENSG00000177575	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	12	7470811	7503893		CD163	HGNC Symbol	37.42	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1631	9332
ENSG00000177575	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	12	7470811	7503893	1	CD163	HGNC Symbol	37.42	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1631	9332
ENSG00000235985	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	HSCHR6_MHC_MCF_CTG1	2957070	2958907		AIF1	HGNC Symbol	53.97	protein_coding	GO:0001774	microglial cell activation		HGNC:352	199
ENSG00000138760	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]	4	76158737	76234536	1	SCARB2	HGNC Symbol	41.79	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1665	950
ENSG00000138760	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]	4	76158737	76234536		SCARB2	HGNC Symbol	41.79	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1665	950
ENSG00000170458	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	140631728	140633700		CD14	HGNC Symbol	58.29	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:1628	929
ENSG00000170458	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	140631728	140633700		CD14	HGNC Symbol	58.29	protein_coding	GO:0016019	peptidoglycan immune receptor activity		HGNC:1628	929
ENSG00000170458	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	140631728	140633700	1	CD14	HGNC Symbol	58.29	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:1628	929
ENSG00000170458	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	140631728	140633700	1	CD14	HGNC Symbol	58.29	protein_coding	GO:0016019	peptidoglycan immune receptor activity		HGNC:1628	929
ENSG00000206428	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	HSCHR6_MHC_QBL_CTG1	2871006	2872843		AIF1	HGNC Symbol	53.97	protein_coding	GO:0001774	microglial cell activation		HGNC:352	199
ENSG00000174130	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	4	38822897	38856817	1	TLR6	HGNC Symbol	39.82	protein_coding	GO:0001774	microglial cell activation		HGNC:16711	10333
ENSG00000174130	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	4	38822897	38856817	1	TLR6	HGNC Symbol	39.82	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:16711	10333
ENSG00000174130	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	4	38822897	38856817		TLR6	HGNC Symbol	39.82	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:16711	10333
ENSG00000073060	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	12	124776856	124882668	1	SCARB1	HGNC Symbol	51.45	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1664	949
ENSG00000073060	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	12	124776856	124882668	1	SCARB1	HGNC Symbol	51.45	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:1664	949
ENSG00000073060	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	12	124776856	124882668		SCARB1	HGNC Symbol	51.45	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1664	949
ENSG00000073060	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	12	124776856	124882668		SCARB1	HGNC Symbol	51.45	protein_coding	GO:0001875	lipopolysaccharide immune receptor activity		HGNC:1664	949
ENSG00000235680	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_MANN_CTG1	1089454	1093611		HLA-G	HGNC Symbol	56.37	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd21022	HGNC:4964	3135
ENSG00000235680	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_MANN_CTG1	1089454	1093611		HLA-G	HGNC Symbol	56.37	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:4964	3135
ENSG00000233049	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	HSCHR6_MHC_MANN_CTG1	1963343	1983290	1	DHX16	HGNC Symbol	50.01	protein_coding	GO:0038187	pattern recognition receptor activity	cd18791	HGNC:2739	8449
ENSG00000233049	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	HSCHR6_MHC_MANN_CTG1	1963343	1983290	1	DHX16	HGNC Symbol	50.01	protein_coding	GO:0038187	pattern recognition receptor activity	cd17974	HGNC:2739	8449
ENSG00000123999	inhibin subunit alpha [Source:HGNC Symbol;Acc:HGNC:6065]	2	219569162	219575711	1	INHA	HGNC Symbol	58.09	protein_coding	GO:0045650	negative regulation of macrophage differentiation		HGNC:6065	3623
ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	16	11254417	11256204	1	SOCS1	HGNC Symbol	69.07	protein_coding	GO:0030225	macrophage differentiation	cd10382	HGNC:19383	8651
ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	16	11254417	11256204	1	SOCS1	HGNC Symbol	69.07	protein_coding	GO:0030225	macrophage differentiation	cd03735	HGNC:19383	8651
ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	16	11254417	11256204		SOCS1	HGNC Symbol	69.07	protein_coding	GO:0030225	macrophage differentiation	cd10382	HGNC:19383	8651
ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	16	11254417	11256204		SOCS1	HGNC Symbol	69.07	protein_coding	GO:0030225	macrophage differentiation	cd03735	HGNC:19383	8651
ENSG00000113302	interleukin 12B [Source:HGNC Symbol;Acc:HGNC:5970]	5	159314780	159330863	1	IL12B	HGNC Symbol	41.89	protein_coding	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	cd00063	HGNC:5970	3593
ENSG00000145335	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	4	89700345	89838315		SNCA	HGNC Symbol	36.33	protein_coding	GO:0001774	microglial cell activation		HGNC:11138	6622
ENSG00000145335	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	4	89700345	89838315	1	SNCA	HGNC Symbol	36.33	protein_coding	GO:0001774	microglial cell activation		HGNC:11138	6622
ENSG00000145335	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	4	89700345	89838315	1	SNCA	HGNC Symbol	36.33	protein_coding	GO:0043030	regulation of macrophage activation		HGNC:11138	6622
ENSG00000188906	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	12	40196744	40369285	1	LRRK2	HGNC Symbol	35.24	protein_coding	GO:1903980	positive regulation of microglial cell activation	cd14068	HGNC:18618	120892
ENSG00000188906	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	12	40196744	40369285	1	LRRK2	HGNC Symbol	35.24	protein_coding	GO:1903980	positive regulation of microglial cell activation	cd09914	HGNC:18618	120892
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305		AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation		HGNC:320	177
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305		AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity		HGNC:320	177
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305		AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305		AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305	1	AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000229058	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MANN_CTG1	3485949	3489305	1	AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000038945	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	8	16107878	16567490	1	MSR1	HGNC Symbol	35.52	protein_coding	GO:0005044	scavenger receptor activity		HGNC:7376	4481
ENSG00000038945	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	8	16107878	16567490	1	MSR1	HGNC Symbol	35.52	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:7376	4481
ENSG00000038945	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	8	16107878	16567490		MSR1	HGNC Symbol	35.52	protein_coding	GO:0005044	scavenger receptor activity		HGNC:7376	4481
ENSG00000038945	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	8	16107878	16567490		MSR1	HGNC Symbol	35.52	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:7376	4481
ENSG00000204632	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	6	29826967	29831125	1	HLA-G	HGNC Symbol	56.38	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd21022	HGNC:4964	3135
ENSG00000204632	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	6	29826967	29831125		HLA-G	HGNC Symbol	56.38	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:4964	3135
ENSG00000204632	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	6	29826967	29831125		HLA-G	HGNC Symbol	56.38	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd21022	HGNC:4964	3135
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525		AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation		HGNC:320	177
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525		AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity		HGNC:320	177
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525		AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525		AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000135077	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	5	157085422	157142869	1	HAVCR2	HGNC Symbol	42.33	protein_coding	GO:0002281	macrophage activation involved in immune response	cd20982	HGNC:18437	84868
ENSG00000135077	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	5	157085422	157142869	1	HAVCR2	HGNC Symbol	42.33	protein_coding	GO:0043032	positive regulation of macrophage activation	cd20982	HGNC:18437	84868
ENSG00000135077	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	5	157085422	157142869	1	HAVCR2	HGNC Symbol	42.33	protein_coding	GO:0071656	negative regulation of granulocyte colony-stimulating factor production	cd20982	HGNC:18437	84868
ENSG00000135077	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	5	157085422	157142869		HAVCR2	HGNC Symbol	42.33	protein_coding	GO:0071656	negative regulation of granulocyte colony-stimulating factor production	cd20982	HGNC:18437	84868
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525	1	AGER	HGNC Symbol	56.63	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000206320	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_QBL_CTG1	3404169	3407525	1	AGER	HGNC Symbol	56.63	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000144891	angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]	3	148697784	148743008		AGTR1	HGNC Symbol	37.38	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd15192	HGNC:336	185
ENSG00000144891	angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]	3	148697784	148743008	1	AGTR1	HGNC Symbol	37.38	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd15192	HGNC:336	185
ENSG00000108679	galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]	17	78971238	78979947	1	LGALS3BP	HGNC Symbol	58.94	protein_coding	GO:0005044	scavenger receptor activity	cd18496	HGNC:6564	3959
ENSG00000108679	galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]	17	78971238	78979947	1	LGALS3BP	HGNC Symbol	58.94	protein_coding	GO:0005044	scavenger receptor activity	cd18304	HGNC:6564	3959
ENSG00000230514	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MCF_CTG1	3522987	3526343		AGER	HGNC Symbol	56.6	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000230514	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_MCF_CTG1	3522987	3526343		AGER	HGNC Symbol	56.6	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000136244	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	7	22725884	22732002		IL6	HGNC Symbol	45.63	protein_coding	GO:1903978	regulation of microglial cell activation		HGNC:6018	3569
ENSG00000136244	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	7	22725884	22732002	1	IL6	HGNC Symbol	45.63	protein_coding	GO:1903978	regulation of microglial cell activation		HGNC:6018	3569
ENSG00000168884	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	4	2741648	2756342		TNIP2	HGNC Symbol	53.99	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:19118	79155
ENSG00000168884	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	4	2741648	2756342	1	TNIP2	HGNC Symbol	53.99	protein_coding	GO:0043032	positive regulation of macrophage activation		HGNC:19118	79155
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322		AGER	HGNC Symbol	56.66	protein_coding	GO:0001774	microglial cell activation		HGNC:320	177
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322		AGER	HGNC Symbol	56.66	protein_coding	GO:0005044	scavenger receptor activity		HGNC:320	177
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322		AGER	HGNC Symbol	56.66	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322		AGER	HGNC Symbol	56.66	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000069667	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	15	60488284	61229302	1	RORA	HGNC Symbol	41.64	protein_coding	GO:0043030	regulation of macrophage activation	cd06939	HGNC:10258	6095
ENSG00000069667	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	15	60488284	61229302	1	RORA	HGNC Symbol	41.64	protein_coding	GO:0043030	regulation of macrophage activation	cd06968	HGNC:10258	6095
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322	1	AGER	HGNC Symbol	56.66	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000204305	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	6	32180968	32184322	1	AGER	HGNC Symbol	56.66	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000228321	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	HSCHR6_MHC_MANN_CTG1	2880608	2883377	1	TNF	HGNC Symbol	52.82	protein_coding	GO:0001774	microglial cell activation	cd00184	HGNC:11892	7124
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302		NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd08797	HGNC:7794	4790
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302		NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd01177	HGNC:7794	4790
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302		NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd07935	HGNC:7794	4790
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302	1	NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd08797	HGNC:7794	4790
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302	1	NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd01177	HGNC:7794	4790
ENSG00000109320	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	4	102501330	102617302	1	NFKB1	HGNC Symbol	37.86	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd07935	HGNC:7794	4790
ENSG00000164342	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	4	186068911	186088073	1	TLR3	HGNC Symbol	39.22	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:11849	7098
ENSG00000164342	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	4	186068911	186088073	1	TLR3	HGNC Symbol	39.22	protein_coding	GO:0001774	microglial cell activation		HGNC:11849	7098
ENSG00000164342	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	4	186068911	186088073	1	TLR3	HGNC Symbol	39.22	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:11849	7098
