Chicken.paralogue.gene.stable.ID	Gene.stable.ID	Karyotype.band	Gene.name	Transcript.count	Gene...GC.content	Chicken.paralogue.associated.gene.name	Chicken.paralogue.protein.or.transcript.ID	Chicken.paralogue.chromosome.scaffold.name	Chicken.paralogue.chromosome.scaffold.start..bp.	Chicken.paralogue.chromosome.scaffold.end..bp.	Paralogue.query.protein.or.transcript.ID	Paralogue.last.common.ancestor.with.Chicken	Chicken.paralogue.homology.type	Paralogue..id..target.Chicken.gene.identical.to.query.gene	Paralogue..id..query.gene.identical.to.target.Chicken.gene	Paralogue.GC.content
ENSGALG00010017531	ENSGALG00010013213	NA	SH2D1A	1	44.27	SACM1L	ENSGALP00010024868	2	42741179	42767032	ENSGALP00010018572	Opisthokonta	other_paralog	13.7097	2.78689	41.85
ENSGALG00010017548	ENSGALG00010004070	NA	ARL11	4	47.21	ARL13A	ENSGALP00010024912	4	5086568	5092713	ENSGALP00010005581	Opisthokonta	other_paralog	25.1256	13.369	55.27
ENSGALG00010017584	ENSGALG00010001486	NA	WNT2	2	50.63	WNT11B	ENSGALP00010024996	4	1157250	1168718	ENSGALP00010001879	Bilateria	other_paralog	33.7766	32.3155	53.77
ENSGALG00010017608	ENSGALG00010002400	NA	RBBP7	2	41.43	RBBP4	ENSGALP00010025071	23	5576755	5598193	ENSGALP00010003348	Opisthokonta	other_paralog	89.6226	89.4118	47.13
ENSGALG00010017625	ENSGALG00010023957	NA	YBX3	1	42.27	YBX1	ENSGALP00010025081	21	6380273	6388290	ENSGALP00010035452	Bilateria	other_paralog	53.6082	47.561	52.02
ENSGALG00010017640	ENSGALG00010002439	NA	GPR82	1	33.4	P2RY4	ENSGALP00010025116	4	1176109	1184892	ENSGALP00010003453	Vertebrata	other_paralog	16.8605	13.8425	60.56
ENSGALG00010017668	ENSGALG00010013213	NA	SH2D1A	1	44.27	INPPL1	ENSGALP00010025249	4	1184733	1193903	ENSGALP00010018572	Opisthokonta	other_paralog	25	2.73852	62.6
ENSGALG00010017843	ENSGALG00010005979	NA	SUV39H2	1	40.21	WHSC1L1	ENSGALP00010025616	22	2461864	2495577	ENSGALP00010008397	Opisthokonta	other_paralog	19.4103	5.50139	44.24
ENSGALG00010018219	ENSGALG00010017819	NA	SLC24A1	1	44.01	SLC24A5	ENSGALP00010026168	10	10069051	10077082	ENSGALP00010025556	Bilateria	within_species_paralog	26.6968	35.4	38.35
ENSGALG00010018299	ENSGALG00010003843	NA	LRCH1	5	38.69	SHOC2	ENSGALP00010026264	6	26956402	27012627	ENSGALP00010005244	Opisthokonta	other_paralog	11.1702	14.433	42.02
ENSGALG00010018308	ENSGALG00010029597	NA	ADAP2	1	44.72	ACAP3	ENSGALP00010026282	21	2374191	2443739	ENSGALP00010044237	Opisthokonta	other_paralog	20.0549	8.41014	49.01
ENSGALG00010018314	ENSGALG00010017819	NA	SLC24A1	1	44.01	SLC24A3	ENSGALP00010026276	3	4155507	4287004	ENSGALP00010025556	Bilateria	within_species_paralog	30.9201	31.8818	46.69
ENSGALG00010018343	ENSGALG00010021206	NA	HSD17B1	1	70.88		ENSGALP00010026331	3	13480095	13493547	ENSGALP00010030578	Opisthokonta	other_paralog	17.2185	21.8487	43.63
ENSGALG00010018345	ENSGALG00010002400	NA	RBBP7	2	41.43	WDR24	ENSGALP00010026337	14	13159114	13164860	ENSGALP00010003348	Opisthokonta	other_paralog	13.4434	7.22433	59.63
ENSGALG00010018356	ENSGALG00010009333	NA	ADRA1B	1	38.68	ADRA1A	ENSGALP00010026359	22	4371445	4376247	ENSGALP00010012762	Bilateria	other_paralog	37.8698	62.1359	44.91
ENSGALG00010018404	ENSGALG00010020457	NA	IL5RA	3	42.94	IL2RG	ENSGALP00010026463	4	2346190	2349021	ENSGALP00010029247	Vertebrata	other_paralog	9.43396	11.0497	61.86
ENSGALG00010018404	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL2RG	ENSGALP00010026463	4	2346190	2349021	ENSGALP00010026971	Vertebrata	other_paralog	8.23293	11.326	61.86
ENSGALG00010018665	ENSGALG00010020457	NA	IL5RA	3	42.94	IL13RA2	ENSGALP00010026971	4	2790288	2810374	ENSGALP00010029247	Vertebrata	other_paralog	11.3208	9.63855	48.98
ENSGALG00010018685	ENSGALG00010004070	NA	ARL11	4	47.21	ARL3	ENSGALP00010026983	6	24088261	24116468	ENSGALP00010005581	Opisthokonta	other_paralog	34.1709	21.4511	49.23
ENSGALG00010018721	ENSGALG00010003843	NA	LRCH1	5	38.69	LRCH2	ENSGALP00010027015	4	2818383	2854749	ENSGALP00010005244	Opisthokonta	other_paralog	43.75	41.9108	39.59
ENSGALG00010018752	ENSGALG00010003795	NA	LCP1	7	43.23	PLS3	ENSGALP00010027056	4	2906839	2951313	ENSGALP00010005144	Gnathostomata	within_species_paralog	73.454	76.4521	48.04
ENSGALG00010018819	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC28	ENSGALP00010027114	10	16923802	16975909	ENSGALP00010005244	Opisthokonta	other_paralog	10.1064	19.5876	37.92
ENSGALG00010019013	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRK1	ENSGALP00010027421	10	17494937	17560461	ENSGALP00010005244	Opisthokonta	other_paralog	21.1436	7.95796	46.26
ENSGALG00010019204	ENSGALG00010004070	NA	ARL11	4	47.21	ARF6	ENSGALP00010027630	5	57464086	57469862	ENSGALP00010005581	Opisthokonta	other_paralog	35.1759	40	54.06
ENSGALG00010019546	ENSGALG00010021206	NA	HSD17B1	1	70.88	HSD17B12	ENSGALP00010027975	5	21111153	21241431	ENSGALP00010030578	Opisthokonta	other_paralog	15.2318	15.7534	45.58
ENSGALG00010019738	ENSGALG00010009333	NA	ADRA1B	1	38.68	ADRA2A	ENSGALP00010028203	6	27024398	27027983	ENSGALP00010012762	Bilateria	other_paralog	24.0631	27.4775	52.62
ENSGALG00010019905	ENSGALG00010011597	NA	TBC1D14	4	40.66		ENSGALP00010028370	6	20886854	20891388	ENSGALP00010015898	Opisthokonta	other_paralog	16.2238	80	35.83
ENSGALG00010019925	ENSGALG00010021206	NA	HSD17B1	1	70.88	RDH11	ENSGALP00010028392	5	28406168	28415131	ENSGALP00010030578	Opisthokonta	other_paralog	17.8808	16.5644	46.37
ENSGALG00010020092	ENSGALG00010003843	NA	LRCH1	5	38.69	SDHAF2	ENSGALP00010028627	5	305035	312525	ENSGALP00010005244	Opisthokonta	other_paralog	7.18085	20.0744	61.83
ENSGALG00010020111	ENSGALG00010009333	NA	ADRA1B	1	38.68	ADRA2B	ENSGALP00010028661	22	4616919	4624707	ENSGALP00010012762	Bilateria	other_paralog	18.9349	19.5519	61.61
ENSGALG00010020115	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC18	ENSGALP00010028673	6	19280152	19287425	ENSGALP00010005244	Opisthokonta	other_paralog	9.17553	26.6409	40.86
ENSGALG00010020457	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL5RA	ENSGALP00010029247	12	18269804	18285463	ENSGALP00010026971	Vertebrata	other_paralog	9.63855	11.3208	42.94
ENSGALG00010020580	ENSGALG00010005979	NA	SUV39H2	1	40.21	SETMAR	ENSGALP00010029345	12	18549953	18553187	ENSGALP00010008397	Opisthokonta	other_paralog	19.1646	28.3636	54.65
ENSGALG00010021075	ENSGALG00010021206	NA	HSD17B1	1	70.88	DHRS3	ENSGALP00010030197	21	5306010	5332999	ENSGALP00010030578	Opisthokonta	other_paralog	15.2318	12.6027	45.54
ENSGALG00010021079	ENSGALG00010001486	NA	WNT2	2	50.63	WNT8B	ENSGALP00010030210	6	18218530	18230895	ENSGALP00010001879	Bilateria	other_paralog	35.9043	36.9863	48.67
ENSGALG00010021141	ENSGALG00010011597	NA	TBC1D14	4	40.66	SGSM1	ENSGALP00010030400	15	6919655	6944983	ENSGALP00010015898	Opisthokonta	other_paralog	7.83217	4.8823	56.93
ENSGALG00010021142	ENSGALG00010001486	NA	WNT2	2	50.63	WNT6	ENSGALP00010030389	7	22026370	22035655	ENSGALP00010001879	Bilateria	other_paralog	38.0319	34.2926	63.4
ENSGALG00010021151	ENSGALG00010001486	NA	WNT2	2	50.63	WNT10A	ENSGALP00010030418	7	22009636	22021134	ENSGALP00010001879	Bilateria	other_paralog	37.234	36.0825	60.56
ENSGALG00010021263	ENSGALG00010002756	NA	STOML3	2	43.86	STOML1	ENSGALP00010030734	10	2642458	2646113	ENSGALP00010003943	Bilateria	within_species_paralog	22.5275	20.7071	62.8
ENSGALG00010021394	ENSGALG00010011487	NA	MAN2B2	4	39.28	MAN2C1	ENSGALP00010030934	10	2666901	2682391	ENSGALP00010015760	Bilateria	within_species_paralog	12.7173	13.456	53.31
ENSGALG00010021473	ENSGALG00010002358	NA	FREM2	1	38.29	SLC8A3	ENSGALP00010031089	5	27052979	27231935	ENSGALP00010003187	Bilateria	other_paralog	6.06061	20.8243	45.78
ENSGALG00010021624	ENSGALG00010021206	NA	HSD17B1	1	70.88	HSD11B2	ENSGALP00010031416	11	1384694	1393956	ENSGALP00010030578	Opisthokonta	other_paralog	22.8477	14.4958	59.9
ENSGALG00010021638	ENSGALG00010028086	NA	MATK	1	62.86	SRC	ENSGALP00010031464	20	5415448	5426615	ENSGALP00010041802	Bilateria	other_paralog	36.0179	28.2953	58.86
ENSGALG00010021650	ENSGALG00010004835	NA	HHLA2	8	41.49	CD276	ENSGALP00010031495	10	2276647	2285195	ENSGALP00010006358	Gnathostomata	other_paralog	15.6812	19.8052	54.49
ENSGALG00010021669	ENSGALG00010004070	NA	ARL11	4	47.21	SAR1A	ENSGALP00010031542	6	12216653	12220815	ENSGALP00010005581	Opisthokonta	other_paralog	26.6332	27.3196	53.88
ENSGALG00010021730	ENSGALG00010004070	NA	ARL11	4	47.21	ARL8B	ENSGALP00010031722	12	18787191	18803302	ENSGALP00010005581	Opisthokonta	other_paralog	23.6181	25.2688	43.68
ENSGALG00010021783	ENSGALG00010029597	NA	ADAP2	1	44.72	GIT2	ENSGALP00010031918	15	6870861	6896036	ENSGALP00010044237	Opisthokonta	other_paralog	6.86813	3.36474	41.93
ENSGALG00010021817	ENSGALG00010011597	NA	TBC1D14	4	40.66	EVI5	ENSGALP00010031989	8	13792057	13861980	ENSGALP00010015898	Opisthokonta	other_paralog	11.1888	9.22722	37.24
ENSGALG00010021843	ENSGALG00010029597	NA	ADAP2	1	44.72	DDEFL1	ENSGALP00010032035	20	1468739	1491761	ENSGALP00010044237	Opisthokonta	other_paralog	17.8571	6.91489	53.58
ENSGALG00010022097	ENSGALG00010013213	NA	SH2D1A	1	44.27	INPP5J	ENSGALP00010032390	15	9998724	10006488	ENSGALP00010018572	Opisthokonta	other_paralog	16.129	2.44499	63.75
ENSGALG00010022210	ENSGALG00010005979	NA	SUV39H2	1	40.21	EZH1	ENSGALP00010032575	27	5011577	5026703	ENSGALP00010008397	Opisthokonta	other_paralog	19.4103	10.0127	50.27
ENSGALG00010022304	ENSGALG00010029597	NA	ADAP2	1	44.72	ADAP1	ENSGALP00010032767	14	2192009	2241572	ENSGALP00010044237	Opisthokonta	other_paralog	54.9451	49.3827	50.36
ENSGALG00010022411	ENSGALG00010009333	NA	ADRA1B	1	38.68	ADRB1	ENSGALP00010032903	6	28443288	28456027	ENSGALP00010012762	Bilateria	other_paralog	24.4576	25.2546	49.95
ENSGALG00010022415	ENSGALG00010010836	NA	DIP2A	2	40.33	DIP2B	ENSGALP00010032911	34	317741	377676	ENSGALP00010014595	Gnathostomata	within_species_paralog	71.4021	73.5369	44.11
ENSGALG00010022557	ENSGALG00010001486	NA	WNT2	2	50.63	WNT1	ENSGALP00010033186	34	16155	21723	ENSGALP00010001879	Bilateria	other_paralog	36.4362	35.5844	60.01
ENSGALG00010022564	ENSGALG00010004835	NA	HHLA2	8	41.49	VTCN1	ENSGALP00010033202	1	79425345	79433960	ENSGALP00010006358	Gnathostomata	other_paralog	13.6247	18.2759	48.72
ENSGALG00010022565	ENSGALG00010004070	NA	ARL11	4	47.21	ARF3	ENSGALP00010033203	34	23713	28107	ENSGALP00010005581	Opisthokonta	other_paralog	35.6784	31.6964	65.39
ENSGALG00010022717	ENSGALG00010020275	NA	ELOVL3	1	51.9	ELOVL1	ENSGALP00010033427	8	19373789	19383855	ENSGALP00010028915	Opisthokonta	other_paralog	25.7937	21.1039	49.49
ENSGALG00010022731	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC8B	ENSGALP00010033447	8	14828258	14837347	ENSGALP00010005244	Opisthokonta	other_paralog	9.70745	9.125	37.08
ENSGALG00010022815	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC8D	ENSGALP00010033615	8	14724070	14775797	ENSGALP00010005244	Opisthokonta	other_paralog	11.5691	10.1636	44.13
ENSGALG00010022831	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC8C	ENSGALP00010033661	8	14800310	14814123	ENSGALP00010005244	Opisthokonta	other_paralog	10.2394	9.12322	48.96
ENSGALG00010022838	ENSGALG00010029597	NA	ADAP2	1	44.72	ARFGAP2	ENSGALP00010033675	5	22733868	22748933	ENSGALP00010044237	Opisthokonta	other_paralog	14.5604	9.81481	46.54
ENSGALG00010022860	ENSGALG00010020696	NA	MOB1A	2	52.15	MOB3C	ENSGALP00010033689	8	21516087	21530586	ENSGALP00010029536	Bilateria	within_species_paralog	48.4018	49.0741	50.08
ENSGALG00010022879	ENSGALG00010018057	NA	SSTR4	3	56.14		ENSGALP00010033718	11	39457	58502	ENSGALP00010025982	Bilateria	other_paralog	17.4242	20.597	38.07
ENSGALG00010022931	ENSGALG00010021206	NA	HSD17B1	1	70.88	RDH5	ENSGALP00010033783	34	1813371	1817309	ENSGALP00010030578	Opisthokonta	other_paralog	23.5099	15.2034	65.27
ENSGALG00010022974	ENSGALG00010013213	NA	SH2D1A	1	44.27	INPP5D	ENSGALP00010033846	9	750991	795876	ENSGALP00010018572	Opisthokonta	other_paralog	24.1935	2.47117	48.91
ENSGALG00010023012	ENSGALG00010003843	NA	LRCH1	5	38.69		ENSGALP00010033906	5	15451037	15452028	ENSGALP00010005244	Opisthokonta	other_paralog	7.71277	26.6055	53.63
ENSGALG00010023048	ENSGALG00010029597	NA	ADAP2	1	44.72	ARFGAP1	ENSGALP00010033965	20	9127422	9145220	ENSGALP00010044237	Opisthokonta	other_paralog	14.2857	12.1212	43.22
ENSGALG00010023118	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC27	ENSGALP00010034113	5	15383336	15398460	ENSGALP00010005244	Opisthokonta	other_paralog	13.4309	11.2849	47.26
ENSGALG00010023175	ENSGALG00010016403	NA	GRK4	2	37.32	GRK2	ENSGALP00010034233	5	121845	127414	ENSGALP00010022818	Bilateria	other_paralog	34.9736	29.0087	63.77
ENSGALG00010023198	ENSGALG00010028086	NA	MATK	1	62.86	PTK6	ENSGALP00010034273	20	9368975	9376017	ENSGALP00010041802	Bilateria	other_paralog	32.8859	29.9389	53.87
ENSGALG00010023235	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL23R	ENSGALP00010034402	8	28313354	28326345	ENSGALP00010026971	Vertebrata	other_paralog	9.23695	5.63725	50.9
ENSGALG00010023235	ENSGALG00010020457	NA	IL5RA	3	42.94	IL23R	ENSGALP00010034402	8	28313354	28326345	ENSGALP00010029247	Vertebrata	other_paralog	10.8491	5.63725	50.9
ENSGALG00010023249	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL12RB2	ENSGALP00010034428	8	28334716	28351018	ENSGALP00010026971	Vertebrata	other_paralog	8.23293	4.84061	44.5
ENSGALG00010023249	ENSGALG00010020457	NA	IL5RA	3	42.94	IL12RB2	ENSGALP00010034428	8	28334716	28351018	ENSGALP00010029247	Vertebrata	other_paralog	9.90566	4.95868	44.5
ENSGALG00010023256	ENSGALG00010018057	NA	SSTR4	3	56.14	NPBWR2	ENSGALP00010034438	20	9582620	9585776	ENSGALP00010025982	Bilateria	other_paralog	27.7778	33.1325	48.88
ENSGALG00010023269	ENSGALG00010018057	NA	SSTR4	3	56.14	OPRL1	ENSGALP00010034489	20	9593659	9606158	ENSGALP00010025982	Bilateria	other_paralog	28.7879	30.9783	51.78
ENSGALG00010023274	ENSGALG00010004342	NA	ZNF438	4	37.28	ZBTB38	ENSGALP00010034499	9	9786776	9879867	ENSGALP00010005922	Bilateria	other_paralog	10.3139	7.71165	39.64
ENSGALG00010023335	ENSGALG00010002400	NA	RBBP7	2	41.43	WDR59	ENSGALP00010034595	11	1922169	1970741	ENSGALP00010003348	Opisthokonta	other_paralog	15.0943	6.45161	46.96
ENSGALG00010023469	ENSGALG00010003821	NA	RUBCNL	3	42.82		ENSGALP00010034773	27	1237422	1250201	ENSGALP00010005187	Bilateria	other_paralog	15.2031	9.94002	59.86
ENSGALG00010023593	ENSGALG00010028086	NA	MATK	1	62.86	CSK	ENSGALP00010034914	10	2452724	2462454	ENSGALP00010041802	Bilateria	other_paralog	53.2438	45.2471	62.67
ENSGALG00010023606	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC7	ENSGALP00010034931	8	28577849	28669724	ENSGALP00010005244	Opisthokonta	other_paralog	14.0957	7.2553	42.48
ENSGALG00010023641	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC40	ENSGALP00010034975	8	28675500	28691352	ENSGALP00010005244	Opisthokonta	other_paralog	11.7021	14.5937	40.11
ENSGALG00010023830	ENSGALG00010029597	NA	ADAP2	1	44.72	AGFG1	ENSGALP00010035264	9	9141749	9177776	ENSGALP00010044237	Opisthokonta	other_paralog	17.033	10.2649	38.57
ENSGALG00010023852	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC39	ENSGALP00010035297	8	11654494	11666571	ENSGALP00010005244	Opisthokonta	other_paralog	7.97872	16.3488	34.43
ENSGALG00010023921	ENSGALG00010016403	NA	GRK4	2	37.32	GRK7	ENSGALP00010035392	9	9935351	9955120	ENSGALP00010022818	Bilateria	other_paralog	45.6942	47.1869	38.88
ENSGALG00010024005	ENSGALG00010028086	NA	MATK	1	62.86	STYK1	ENSGALP00010035523	1	78419755	78443638	ENSGALP00010041802	Bilateria	other_paralog	21.0291	18.8755	40.64
ENSGALG00010024165	ENSGALG00010018665	NA	IL13RA2	5	48.98	LEPR	ENSGALP00010035912	8	28021851	28053564	ENSGALP00010026971	Vertebrata	other_paralog	11.0442	4.79094	43.17
ENSGALG00010024165	ENSGALG00010020457	NA	IL5RA	3	42.94	LEPR	ENSGALP00010035912	8	28021851	28053564	ENSGALP00010029247	Vertebrata	other_paralog	11.0849	4.09408	43.17
ENSGALG00010024166	ENSGALG00010021206	NA	HSD17B1	1	70.88		ENSGALP00010035909	7	18460193	18478259	ENSGALP00010030578	Opisthokonta	other_paralog	17.8808	15.3409	38.76
ENSGALG00010024175	ENSGALG00010021206	NA	HSD17B1	1	70.88	DHRS9	ENSGALP00010035932	7	18480235	18505627	ENSGALP00010030578	Opisthokonta	other_paralog	20.8609	19.5652	38.02
ENSGALG00010024220	ENSGALG00010003718	NA	SIAH3	1	45.47	SIAH1	ENSGALP00010036063	11	6964524	7030662	ENSGALP00010005016	Bilateria	other_paralog	43.8017	37.5887	39.27
ENSGALG00010024242	ENSGALG00010005979	NA	SUV39H2	1	40.21	KMT2A	ENSGALP00010036102	24	4402821	4446838	ENSGALP00010008397	Opisthokonta	other_paralog	21.8673	2.35139	44.77
ENSGALG00010024391	ENSGALG00010011597	NA	TBC1D14	4	40.66	TBC1D2B	ENSGALP00010036326	10	3857354	3884522	ENSGALP00010015898	Opisthokonta	other_paralog	15.6643	11.8268	41.65
ENSGALG00010024493	ENSGALG00010028086	NA	MATK	1	62.86	JAK1	ENSGALP00010036507	8	27885691	27938589	ENSGALP00010041802	Bilateria	other_paralog	27.7405	10.6621	45.15
ENSGALG00010024501	ENSGALG00010004070	NA	ARL11	4	47.21	ARL8A	ENSGALP00010036520	26	391698	401633	ENSGALP00010005581	Opisthokonta	other_paralog	23.1156	18.6992	55.16
ENSGALG00010024660	ENSGALG00010005979	NA	SUV39H2	1	40.21	KMT2D	ENSGALP00010036990	34	1261960	1290267	ENSGALP00010008397	Opisthokonta	other_paralog	20.3931	1.54793	65.8
ENSGALG00010024662	ENSGALG00010020696	NA	MOB1A	2	52.15	MOB2	ENSGALP00010036966	5	13808857	13921211	ENSGALP00010029536	Opisthokonta	other_paralog	42.9224	35.3383	42.64
ENSGALG00010024710	ENSGALG00010021206	NA	HSD17B1	1	70.88	HSDL1	ENSGALP00010037085	11	2504058	2520367	ENSGALP00010030578	Opisthokonta	other_paralog	15.2318	13.2184	39.15
ENSGALG00010024800	ENSGALG00010005979	NA	SUV39H2	1	40.21	KMT5A	ENSGALP00010037299	15	5001666	5017616	ENSGALP00010008397	Opisthokonta	other_paralog	12.5307	11.6173	44.3
ENSGALG00010024922	ENSGALG00010009333	NA	ADRA1B	1	38.68	DRD2	ENSGALP00010037638	24	5767329	5788717	ENSGALP00010012762	Bilateria	other_paralog	24.6548	25.6148	46.32
ENSGALG00010024960	ENSGALG00010004070	NA	ARL11	4	47.21	ARFRP1	ENSGALP00010037707	20	9971406	9984985	ENSGALP00010005581	Opisthokonta	other_paralog	26.6332	21.2	43.52
ENSGALG00010024966	ENSGALG00010029597	NA	ADAP2	1	44.72	AGAP3	ENSGALP00010037719	2	207412	285887	ENSGALP00010044237	Opisthokonta	other_paralog	20.0549	8.04851	63.18
ENSGALG00010025236	ENSGALG00010021206	NA	HSD17B1	1	70.88	RDH16	ENSGALP00010038038	34	1564432	1566500	ENSGALP00010030578	Opisthokonta	other_paralog	24.5033	17.6611	68.44
ENSGALG00010025283	ENSGALG00010021206	NA	HSD17B1	1	70.88		ENSGALP00010038102	34	1570187	1572021	ENSGALP00010030578	Opisthokonta	other_paralog	26.1589	24.7649	68.5
ENSGALG00010025312	ENSGALG00010003821	NA	RUBCNL	3	42.82	PLEKHM3	ENSGALP00010038141	7	11645542	11764478	ENSGALP00010005187	Bilateria	other_paralog	12.713	12.7297	43.82
ENSGALG00010025349	ENSGALG00010005979	NA	SUV39H2	1	40.21	SETD1A	ENSGALP00010038216	15	5657233	5698368	ENSGALP00010008397	Opisthokonta	other_paralog	17.199	3.36215	46.73
ENSGALG00010025389	ENSGALG00010013323	NA	NOTCH2	6	45.54	SNED1	ENSGALP00010038293	9	4546304	4564984	ENSGALP00010018891	Bilateria	other_paralog	16.324	27.4931	62.24
ENSGALG00010025554	ENSGALG00010010836	NA	DIP2A	2	40.33	DIP2C	ENSGALP00010038552	2	9911081	10197538	ENSGALP00010014595	Bilateria	within_species_paralog	73.2551	73.6189	41.63
ENSGALG00010025600	ENSGALG00010011597	NA	TBC1D14	4	40.66		ENSGALP00010038631	5	15642520	15708755	ENSGALP00010015898	Opisthokonta	other_paralog	13.7063	13.1544	49.19
ENSGALG00010025638	ENSGALG00010011597	NA	TBC1D14	4	40.66		ENSGALP00010038694	34	3416852	3419203	ENSGALP00010015898	Opisthokonta	other_paralog	3.77622	8.03571	67.94
ENSGALG00010025723	ENSGALG00010005979	NA	SUV39H2	1	40.21	SETD2	ENSGALP00010038798	2	3906185	3960573	ENSGALP00010008397	Opisthokonta	other_paralog	21.6216	3.34093	49.88
ENSGALG00010025948	ENSGALG00010001486	NA	WNT2	2	50.63	WNT9B	ENSGALP00010039053	27	725756	747738	ENSGALP00010001879	Bilateria	other_paralog	33.2447	31.407	43.18
ENSGALG00010025956	ENSGALG00010021206	NA	HSD17B1	1	70.88		ENSGALP00010039064	34	1567651	1569816	ENSGALP00010030578	Opisthokonta	other_paralog	23.8411	22.7129	67.54
ENSGALG00010025960	ENSGALG00010018057	NA	SSTR4	3	56.14	GPR1	ENSGALP00010039078	7	12163669	12192903	ENSGALP00010025982	Bilateria	other_paralog	22.4747	25.4286	40.61
ENSGALG00010025972	ENSGALG00010001486	NA	WNT2	2	50.63	WNT3	ENSGALP00010039103	27	753659	775853	ENSGALP00010001879	Bilateria	other_paralog	41.2234	43.662	45.63
ENSGALG00010026017	ENSGALG00010003821	NA	RUBCNL	3	42.82	PLEKHM1	ENSGALP00010039184	27	1238309	1250201	ENSGALP00010005187	Bilateria	other_paralog	15.2031	10.7807	59.34
ENSGALG00010026097	ENSGALG00010004070	NA	ARL11	4	47.21	ARF1	ENSGALP00010039252	2	2386442	2398441	ENSGALP00010005581	Opisthokonta	other_paralog	29.6482	23.9837	45.73
ENSGALG00010026141	ENSGALG00010001486	NA	WNT2	2	50.63	WNT3A	ENSGALP00010039304	2	2487406	2572306	ENSGALP00010001879	Bilateria	other_paralog	40.1596	40.1596	45.29
ENSGALG00010026166	ENSGALG00010001486	NA	WNT2	2	50.63	WNT9A	ENSGALP00010039325	2	2603275	2656837	ENSGALP00010001879	Bilateria	other_paralog	33.2447	34.4353	47.5
ENSGALG00010026272	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC58	ENSGALP00010039390	1	79966933	79982054	ENSGALP00010005244	Opisthokonta	other_paralog	9.30851	18.9702	48.57
ENSGALG00010027052	ENSGALG00010029597	NA	ADAP2	1	44.72	APPL1	ENSGALP00010039871	12	8791383	8825042	ENSGALP00010044237	Opisthokonta	other_paralog	4.94506	2.49653	38.22
ENSGALG00010027077	ENSGALG00010004070	NA	ARL11	4	47.21	ARF4	ENSGALP00010039893	12	8886256	8913598	ENSGALP00010005581	Opisthokonta	other_paralog	36.6834	26.7399	43.31
ENSGALG00010027080	ENSGALG00010011597	NA	TBC1D14	4	40.66	TBC1D22B	ENSGALP00010039901	26	253449	267941	ENSGALP00010015898	Opisthokonta	other_paralog	11.4685	15.5894	51.59
ENSGALG00010027147	ENSGALG00010005979	NA	SUV39H2	1	40.21	KMT2C	ENSGALP00010040079	2	6562452	6748590	ENSGALP00010008397	Opisthokonta	other_paralog	20.1474	1.64329	41.53
ENSGALG00010027189	ENSGALG00010004880	NA	STAP1	2	41.02	STAP2	ENSGALP00010040184	28	1793897	1799909	ENSGALP00010006418	Gnathostomata	within_species_paralog	20.1365	20.2055	68.67
ENSGALG00010027340	ENSGALG00010020457	NA	IL5RA	3	42.94	IL12RB1	ENSGALP00010040553	28	4486352	4489367	ENSGALP00010029247	Vertebrata	other_paralog	6.13208	4.39932	67.44
ENSGALG00010027340	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL12RB1	ENSGALP00010040553	28	4486352	4489367	ENSGALP00010026971	Vertebrata	other_paralog	3.81526	3.21489	67.44
ENSGALG00010027417	ENSGALG00010001486	NA	WNT2	2	50.63	WNT2B	ENSGALP00010040729	26	3535028	3547118	ENSGALP00010001879	Bilateria	other_paralog	56.383	51.3317	57.99
ENSGALG00010027563	ENSGALG00010002400	NA	RBBP7	2	41.43	WDR77	ENSGALP00010040863	26	3250740	3255414	ENSGALP00010003348	Opisthokonta	other_paralog	9.66981	11.8497	49.16
ENSGALG00010027607	ENSGALG00010028086	NA	MATK	1	62.86	ABL1	ENSGALP00010040916	17	6578248	6642275	ENSGALP00010041802	Bilateria	other_paralog	37.1365	14.5105	47.45
ENSGALG00010027619	ENSGALG00010028086	NA	MATK	1	62.86	JAK3	ENSGALP00010040936	28	3770327	3777482	ENSGALP00010041802	Bilateria	other_paralog	27.9642	11.2918	66.21
ENSGALG00010027653	ENSGALG00010001486	NA	WNT2	2	50.63	WNT7A	ENSGALP00010040983	12	6213302	6249031	ENSGALP00010001879	Bilateria	other_paralog	42.5532	45.8453	42.97
ENSGALG00010027712	ENSGALG00010002756	NA	STOML3	2	43.86	STOM	ENSGALP00010041074	17	9030216	9064243	ENSGALP00010003943	Gnathostomata	within_species_paralog	50	64.7687	43.9
