Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination
GCA_032468095.1	ASM3246809v1	Pareas carinatus	211648						FMNH 255233			1440111001		Scaffold	2023-10-10	JANHFO01	5229	92338	421728							Illumina	Iridian Genomes	PRJNA790027	SAMN24183406							
GCA_046270065.1	ASM4627006v1	Ophisaurus attenuatus	102192						UPRMGRS_648_TJC_174			1756140044		Scaffold	2024-12-24	JBJJON01	5159	8181	674866							Illumina	Iridian Genomes	PRJNA1169582	SAMN44523927							
GCA_046269945.1	ASM4626994v1	Thamnophis saurita	35017						UPRMGRS_637_TJC_163			1565020913		Scaffold	2024-12-24	JBJMAQ01	5116	5720	1023038							Illumina	Iridian Genomes	PRJNA1169289	SAMN43538515							
GCA_043111325.1	ASM4311132v1	Phrynonax poecilonotus	1401211						UPRMGRS_1392_TJC_766			1700242173		Scaffold	2024-10-14	JBHRFS01	5106	5707	1191716							Illumina	Iridian Genomes	PRJNA1148182	SAMN43199328							
GCA_046270025.1	ASM4627002v1	Amphiesma stolatum	186574						RS-G			1495603661		Scaffold	2024-12-24	JBJJOR01	5005	5654	713129							Illumina	Iridian Genomes	PRJNA1180783	SAMN44529017							
GCA_043090695.1	ASM4309069v1	Bothrops asper	8722						UPRMGRS_1417_TJC_791			1472702756		Scaffold	2024-10-12	JBHLFB01	4954	5615	813985							Illumina	Iridian Genomes	PRJNA1148464	SAMN43335705							
GCA_046269645.1	ASM4626964v1	Atractaspis fallax	2202122						UPRMGRS_1783_TJC_1399			1480888178		Scaffold	2024-12-24	JBJJOA01	4810	5351	523821							Illumina	Iridian Genomes	PRJNA1165297	SAMN43992306							
GCA_047748275.1	ASM4774827v1	Boiga ceylonensis	1296664						RAP0515			1466880029		Scaffold	2025-02-12	JBLLKT01	4794	5486	448148							Illumina	Iridian Genomes	PRJNA1198951	SAMN45860711							
GCA_046270465.1	ASM4627046v1	Fowlea asperrima	3148108						RAP0430			1438234060		Scaffold	2024-12-25	JBJNRT01	4679	5261	787824							Illumina	Iridian Genomes	PRJNA1180803	SAMN44528999							
GCA_043656995.1	ASM4365699v1	Mochlus sundevallii	681533						UPRMGRS_802_TJC_329			1583177162		Scaffold	2024-10-23	JBIEKX01	4635	5914	1055108							Illumina	Iridian Genomes	PRJNA1148366	SAMN43199321							
GCA_025802295.1	ASM2580229v1	Psammodynastes pulverulentus	186598						FMNH 273629			1470439028		Scaffold	2022-10-23	JAOYMU01	4604	69323547	103289							Illumina	Iridian Genomes	PRJNA790029	SAMN24183407							
GCA_044008395.1	ASM4400839v1	Thecadactylus rapicauda	290508						UPRMGRS_1259_TJC_632			1971735319		Scaffold	2024-10-28	JBIMEL01	4577	5408	968525							Illumina	Iridian Genomes	PRJNA1156545	SAMN43509303							
GCA_046270265.1	ASM4627026v1	Lycodon aulicus	1125755						RAP0440			1603009826		Scaffold	2024-12-25	JBJPGQ01	4571	5074	884150							Illumina	Iridian Genomes	PRJNA1180788	SAMN44529001							
GCA_046270545.1	ASM4627054v1	Kentropyx calcarata	171155						UPRMGRS_1200_TJC_1125			1647245270		Scaffold	2024-12-25	JBJNRU01	4566	6137	1109922							Illumina	Iridian Genomes	PRJNA1169588	SAMN44523920							
GCA_046270985.1	ASM4627098v1	Dendrelaphis caudolineolatus	1296994						RS-W			1360322881		Scaffold	2024-12-25	JBJPHK01	4526	5073	531175							Illumina	Iridian Genomes	PRJNA1180798	SAMN44529019							
GCA_043090665.1	ASM4309066v1	Anolis tropidonotus	323608						UPRMGRS_1289_TJC_662			2033670527		Scaffold	2024-10-12	JBHLFJ01	4522	198463375	493781							Illumina	Iridian Genomes	PRJNA1147689	SAMN43199324							
GCA_032468115.1	ASM3246811v1	Grayia smithii	292832						LSUMZ 44406			1424957665		Scaffold	2023-10-10	JANHFM01	4398	93166	424630							Illumina	Iridian Genomes	PRJNA785171	SAMN25282069							
GCA_046269845.1	ASM4626984v1	Anolis lemurinus	141898						UPRMGRS_1367_TJC_741			2030659747		Scaffold	2024-12-24	JBJJOQ01	4307	248603908	379962							Illumina	Iridian Genomes	PRJNA1180782	SAMN44530016							
GCA_046270325.1	ASM4627032v1	Ahaetulla pulverulenta	1296312						RS-C			1643276095		Scaffold	2024-12-25	JBJPGR01	4300	4860	1024040							Illumina	Iridian Genomes	PRJNA1180789	SAMN44529021							
GCA_042902835.1	ASM4290283v1	Hemidactylus brookii	153723						UPRMGRS_1063_TJC_589			1959412682		Scaffold	2024-10-10	JBHZFW01	4241	5231	1097201							Illumina	Iridian Genomes	PRJNA1148466	SAMN43335707							
GCA_046118535.1	ASM4611853v1	Nerodia floridana	183608						UPRMGRS_1115_TJC_1028			1765969052		Scaffold	2024-12-16	JBJNIF01	4194	4701	1555755							Illumina	Iridian Genomes	PRJNA1169590	SAMN44523925							
GCA_046269905.1	ASM4626990v1	Aparallactus lunulatus	2137779						UPRMGRS_1042_TJC_568			1420808310		Scaffold	2024-12-24	JBJJOF01	4181	4583	477265							Illumina	Iridian Genomes	PRJNA1165293	SAMN43992303							
GCA_046270305.1	ASM4627030v1	Dendrelaphis schokari	1296998						RAP0494			1494988914		Scaffold	2024-12-25	JBJPGU01	4146	4603	766776							Illumina	Iridian Genomes	PRJNA1180799	SAMN44529009							
GCA_000737285.1	CrotMitch1.0	Crotalus pyrrhus	384069							female		1126791715		Scaffold	2014-08-01	JPMF01	4103	5299	473380							Illumina HiSeq	Reed College	PRJNA255393	SAMN02918464							
GCA_032468235.1	ASM3246823v1	Pseudoxyrhopus heterurus	1175435						FMNH 259987			1267882189		Scaffold	2023-10-10	JANHJO01	4098	103616	370324							Illumina	Iridian Genomes	PRJNA790030	SAMN24183409							
GCA_032468215.1	ASM3246821v1	Stegonotus admiraltiensis	2200754						LSUMZ 93597			1532827728		Scaffold	2023-10-10	JANHZT01	4085	79980	642501							Illumina	Iridian Genomes	PRJNA785172	SAMN25282595							
GCA_044335585.1	ASM4433558v1	Imantodes gemmistratus	427721						UPRMGRS_1462_TJC_836			1603931177		Scaffold	2024-11-03	JBIELF01	3972	4352	1007321							Illumina	Iridian Genomes	PRJNA1148359	SAMN43199317							
GCA_043110085.1	ASM4311008v1	Telescopus dhara	338837						UPRMGRS_783_TJC_310			1830961150		Scaffold	2024-10-14	JBHRFQ01	3951	4500	1454690							Illumina	Iridian Genomes	PRJNA1151992	SAMN43335715							
GCA_027560395.1	ASM2756039v1	Boaedon fuliginosus	39328						FMNH 251328			1404044445		Scaffold	2023-01-03	JANHGC01	3950	62558	583668							Illumina	Iridian Genomes	PRJNA790025	SAMN24183403							
GCA_044474425.1	ASM4447442v1	Drymobius margaritiferus	1159292						UPRM_GenResCol_1244_TJC617			1639623190		Scaffold	2024-11-05	JBIDEK01	3892	4345	862336							Illumina	Iridian Genomes	PRJNA1138238	SAMN42740898							
GCA_046118595.1	ASM4611859v1	Pseudelaphe flavirufa	201446						UPRMGRS_1482_TJC_856			1841508851		Scaffold	2024-12-16	JBJNIH01	3841	4302	1709459							Illumina	Iridian Genomes	PRJNA1169591	SAMN44523929							
GCA_043090545.1	ASM4309054v1	Leptodeira frenata	427726						UPRMGRS_1270_TJC_643			1498896549		Scaffold	2024-10-12	JBHNVY01	3727	4104	855023							Illumina	Iridian Genomes	PRJNA1151996	SAMN43335709							
GCA_043656835.1	ASM4365683v1	Philothamnus battersbyi	1328047						UPRMGRS_723_TJC_250			1537575310		Scaffold	2024-10-23	JBIEKW01	3704	4078	791101							Illumina	Iridian Genomes	PRJNA1148370	SAMN43199326							
GCA_046244955.1	ASM4624495v1	Imantodes tenuissimus	2202404						UPRMGRS_1913_TJC_A13			1680662002		Scaffold	2024-12-21	JBJKBH01	3658	4010	990320							Illumina	Iridian Genomes	PRJNA1165294	SAMN43992304							
GCA_046269985.1	ASM4626998v1	Ninia sebae	699588						UPRMGRS_1453_TJC_827			1427840168		Scaffold	2024-12-24	JBJJOH01	3535	3873	658100							Illumina	Iridian Genomes	PRJNA1165296	SAMN43992305							
GCA_032468135.1	ASM3246813v1	Calamaria suluensis	2905135						FMNH 273639			1266431896		Scaffold	2023-10-10	JANHFP01	3488	37019	431810							Illumina	Iridian Genomes	PRJNA790021	SAMN24183400							
GCA_032468015.1	ASM3246801v1	Mimophis mahfalensis	143666						FMNH 259984			1477391700		Scaffold	2023-10-10	JANHFR01	3427	46823	710676							Illumina	Iridian Genomes	PRJNA790024	SAMN24183404							
GCA_026931265.2	ASM2693126v2	Tropidonophis doriae	2879190						LSUMZ 129280			1321534600		Scaffold	2023-06-01	JAPKID02	3400	3479	693335							Illumina	Iridian Genomes	PRJNA899907	SAMN25281884							
GCA_032468195.1	ASM3246819v1	Cerberus rynchops	46267						FMNH 250126			1263809361		Scaffold	2023-10-10	JANHFJ01	3368	72084	415657							Illumina	Iridian Genomes	PRJNA790022	SAMN24183401							
GCA_046270605.1	ASM4627060v1	Dipsas brevifacies	2837952						UPRMGRS_1300_TJC_674			1688931252		Scaffold	2024-12-25	JBJPGV01	3321	3681	1189522							Illumina	Iridian Genomes	PRJNA1169600	SAMN44523917							
GCA_046269705.1	ASM4626970v1	Ninia diademata	1212713						UPRMGRS_1708_TJC_1208			1399062315		Scaffold	2024-12-24	JBJJOC01	3319	3636	656849							Illumina	Iridian Genomes	PRJNA1165298	SAMN43992307							
GCA_043110945.1	ASM4311094v1	Trioceros harennae	617237						UPRMGRS_1010_TJC_537			1805721784		Scaffold	2024-10-14	JBHRFO01	3313	3842	923407							Illumina	Iridian Genomes	PRJNA1148365	SAMN43199334							
GCA_046270525.1	ASM4627052v1	Dendrelaphis bifrenalis	1296992						RS-E			1643797998		Scaffold	2024-12-25	JBJPGS01	3295	3778	1132798							Illumina	Iridian Genomes	PRJNA1180797	SAMN44529018							
GCA_042902895.1	ASM4290289v1	Trioceros balebicornutus	617161						UPRMGRS_1014_TJC_540			1923204000		Scaffold	2024-10-10	JBHZFU01	3283	3774	1265414							Illumina	Iridian Genomes	PRJNA1148357	SAMN43199333							
GCA_043090505.1	ASM4309050v1	Naja haje	8639						UPRMGRS_828_TJC_355			1366997453		Scaffold	2024-10-12	JBHLEZ01	3239	3546	788879							Illumina	Iridian Genomes	PRJNA1148462	SAMN43335711							
GCA_046270785.1	ASM4627078v1	Anolis planiceps	1184709						UPRMGRS_1216_TJC_1141			2078730204		Scaffold	2024-12-25	JBJNSJ01	3235	246836988	598741							Illumina	Iridian Genomes	PRJNA1169572	SAMN43785655							
GCA_046118615.1	ASM4611861v1	Marisora unimarginata	155309						UPRMGRS_1575_TJC_988			2061348979		Scaffold	2024-12-16	JBJNIG01	3170	4094	2247241							Illumina	Iridian Genomes	PRJNA1169586	SAMN44523922							
GCA_044758885.1	ASM4475888v1	Bachia flavescens	174777						UPRMGRS_1137_TJC_1059			2174424381		Scaffold	2024-11-10	JBINKJ01	3053	3373	1398263							Illumina	Iridian Genomes	PRJNA1169296	SAMN43538502							
GCA_043090225.1	ASM4309022v1	Anolis rodriguezii	1720241						UPRMGRS_1235_TJC_608			2058309103		Scaffold	2024-10-12	JBHLEY01	2957	242524223	468140							Illumina	Iridian Genomes	PRJNA1152002	SAMN43335751							
GCA_047292495.1	ASM4729249v1	Coniophanes schmidti	2202205						UPRM_GenResCol_1266_TJC639			1525133817		Scaffold	2025-01-28	JBKIKE01	2913	3195	685492							Illumina	Iridian Genomes	PRJNA1205105	SAMN46046706							
GCA_043111265.1	ASM4311126v1	Trioceros affinis	617160						UPRMGRS_989_TJC_516			1866327970		Scaffold	2024-10-14	JBHUPM01	2890	3294	1188762							Illumina	Iridian Genomes	PRJNA1151999	SAMN43335716							
GCA_047748155.1	ASM4774815v1	Lycodon carinatus	1296671						RAP0447			1260540301		Scaffold	2025-02-12	JBLLKQ01	2884	3194	506369							Illumina	Iridian Genomes	PRJNA1198952	SAMN45860812							
GCA_046118475.1	ASM4611847v1	Tropidodipsas fasciata	1212738						UPRMGRS_1292_TJC_666			1705552386		Scaffold	2024-12-16	JBJNIB01	2866	3091	1182581							Illumina	Iridian Genomes	PRJNA1165302	SAMN43992310							
GCA_047292395.1	ASM4729239v1	Cachryx defensor	552730						UPRMGRS_1544_TJC_957			2688161150		Scaffold	2025-01-28	JBLADH01	2847	106532694	733816							Illumina	Iridian Genomes	PRJNA1169301	SAMN43538504							
GCA_044758745.1	ASM4475874v1	Natriciteres olivacea	186588						UPRMGRS_859_TJC_386			1676993831		Scaffold	2024-11-10	JBIMDY01	2720	3012	1448590							Illumina	Iridian Genomes	PRJNA1156536	SAMN43509299							
GCA_032468035.1	ASM3246803v1	Aparallactus werneri	46264						FMNH 251842			1290508616		Scaffold	2023-10-10	JANHFQ01	2672	40515	577532							Illumina	Iridian Genomes	PRJNA790019	SAMN24183398							
GCA_046270405.1	ASM4627040v1	Siphlophis compressus	121382						UPRMGRS_1185_TJC_1110			2176178512		Scaffold	2024-12-25	JBJMAP01	2638	2889	2156316							Illumina	Iridian Genomes	PRJNA1169295	SAMN43538513							
GCA_041731335.1	ASM4173133v1	Gonatodes alexandermendesi	911496			UPRM_GenResCol_1214/TJC1139						2422479999		Scaffold	2024-09-03	JBGSAX01	2440	29801607	1377332							Illumina	Iridian Genomes	PRJNA1085301	SAMN40300955							
GCA_047748215.1	ASM4774821v1	Trimeresurus trigonocephalus	109787						RAP0519			1264643924		Scaffold	2025-02-12	JBLLKO01	2395	2617	636935							Illumina	Iridian Genomes	PRJNA1198950	SAMN45860671							
GCA_046270565.1	ASM4627056v1	Oligodon taeniolatus	1297020						RS-136			1720457759		Scaffold	2024-12-25	JBJPGT01	2167	2391	1477168							Illumina	Iridian Genomes	PRJNA1180801	SAMN44529022							
GCA_046270625.1	ASM4627062v1	Anolis sericeus	323603						UPRMGRS_1265_TJC_638			2642981604		Scaffold	2024-12-25	JBJUSB01	2011	198132041	2092547							Illumina	Iridian Genomes	PRJNA1169593	SAMN44523926							
GCA_044335485.1	ASM4433548v1	Coniophanes imperialis	2202176						UPRMGRS_1243_TJC_616			1789120263		Scaffold	2024-11-03	JBIELE01	1940	2090	1763199							Illumina	Iridian Genomes	PRJNA1148373	SAMN43199312							
GCA_046271025.1	ASM4627102v1	Geophis sartorii	3148144						UPRMGRS_1308_TJC_682			1652346441		Scaffold	2024-12-25	JBJPGZ01	1797	1950	1518858							Illumina	Iridian Genomes	PRJNA1183783	SAMN44639267							
GCA_022379055.1	ASM2237905v1	Anilios bituberculatus	261707						pet trade			1642818667		Scaffold	2022-02-23	JAJFZI01	1591	1985	1428882							Illumina GAIIx	Leiden University	PRJNA771640	SAMN22326674							
GCA_047292375.1	ASM4729237v1	Corytophanes hernandesii	2055234						UPRMGRS_1437_TJC_811			1189742295		Scaffold	2025-01-28	JBKOQM01	1198	1311	986836							Illumina	Iridian Genomes	PRJNA1165303	SAMN43992311							
GCA_043111055.1	ASM4311105v1	Agama finchi	690286						UPRMGRS_900_TJC_427			1325141945		Scaffold	2024-10-14	JBHRFR01	1074	1228	1562775							Illumina	Iridian Genomes	PRJNA1148179	SAMN43199308							
GCA_047404595.1	ASM4740459v1	Dendrelaphis tristis	1296996						RAP0526			1061994145		Scaffold	2025-02-04	JBKOPV01	1023	1079	1003289							Illumina	Iridian Genomes	PRJNA1198946	SAMN45860481							
GCA_047404615.1	ASM4740461v1	Varanus macraei	437655						KGYV6RTTXK			951943030		Scaffold	2025-02-04	JBKOKC01	970	980	971245							Illumina	Iridian Genomes	PRJNA1198974	SAMN45862105							
GCA_047748235.1	ASM4774823v1	Tupinambis teguixin	8532						PX4254QE63			1027577988		Scaffold	2025-02-12	JBLLKN01	956	1009	1026645							Illumina	Iridian Genomes	PRJNA1199348	SAMN45874129							
GCA_047404675.1	ASM4740467v1	Tiliqua occipitalis	1041590						WF1DI642YZ			1072607371		Scaffold	2025-02-04	JBKOKD01	859	869	1190381							Illumina	Iridian Genomes	PRJNA1198979	SAMN45863872							
GCA_026541955.2	ASM2654195v2	Simalia boeleni	129328						IRGN PZUCYBPU2B			1433213430		Scaffold	2023-06-01	JANKYG02	823	143246	539791							Illumina	Iridian Genomes	PRJNA813147	SAMN26452792							
GCA_041108255.1	ASM4110825v1	Xenodon rabdocephalus	1159290						UPRM_GenResCol_1579/TJC992			538834981		Scaffold	2024-08-08	JBFXLW01	311	316	1590559							Illumina	Iridian Genomes	PRJNA1085721	SAMN40331394							
